"","ID_Hogar","P9","Edad","P10","P12","P14","P1","P50","P82","P87","P90","P91","P92","P95","P96","P98","P100","P101"
"104",439221266,77,"Mas de 65 años","Mujer","Secundaria incompleta",NA,"Casa","$2.000.001 - $2.500.000","Propietario(a)","Aumentará","Aumentará","Aumentará","Aumentará","Aumentará","Aumentará","Se mantendrá","Se mantendrá","Aumentará"
"105",439237272,56,"De 55 a 64 años","Mujer","Secundaria completa",NA,"Casa","NS/NR","Propietario(a)","Permanecerá igual","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Disminuirá","Se mantendrá"
"106",439662126,36,"De 35 a 44 años","Hombre","Media completa (10° y 11°)","Empleado de empresa particular","Casa","$1.160.000 - $1.500.000","Arrendatario(a)","Aumentará","Disminuirá","Aumentará","Aumentará","Aumentará","Aumentará","Aumentará","Se mantendrá","Aumentará"
"107",440141923,29,"De 25 a 34 años","Mujer","Media completa (10° y 11°)","Empleado de empresa particular","Casa","$1.500.001 - $2.000.000","Arrendatario(a)","Aumentará","Disminuirá","Aumentará","Aumentará","Aumentará","Disminuirá","Se mantendrá","Aumentará","Aumentará"
"108",440143921,41,"De 35 a 44 años","Mujer","Universitario completo","Profesional independiente","Casa","$1.160.000 - $1.500.000","Propietario(a)","Permanecerá igual","Se mantendrá","Aumentará","Aumentará","Aumentará","Aumentará","Aumentará","Se mantendrá","Aumentará"
"109",440498908,54,"De 45 a 54 años","Hombre","Técnico/Tecnológico completa","independientes no profesionales","Casa","NS/NR","Arrendatario(a)","Permanecerá igual","Se mantendrá","Aumentará","Aumentará","Aumentará","Disminuirá","Disminuirá","Se mantendrá","Aumentará"
"110",440542670,73,"Mas de 65 años","Hombre","Primaria completa","Trabajador independiente","Casa","$2.000.001 - $2.500.000","Propietario(a)","Permanecerá igual","Se mantendrá","Aumentará","Aumentará","Disminuirá","Disminuirá","Disminuirá","Disminuirá","Disminuirá"
"111",440551064,56,"De 55 a 64 años","Mujer","Universitario completo","independientes no profesionales","Casa","$1.160.000 - $1.500.000","Arrendatario(a)","Aumentará","Disminuirá","Aumentará","Aumentará","Disminuirá","Disminuirá","Aumentará","Disminuirá","Se mantendrá"
"112",438333439,53,"De 45 a 54 años","Hombre","Técnico/Tecnológico incompleta","Conductor/mensajero","Apartamento","$800.001 - $1.160.000","Arrendatario(a)","Aumentará","Aumentará","Aumentará","Se mantendrá","Aumentará","Se mantendrá","Aumentará","Disminuirá","Aumentará"
"113",438359358,35,"De 35 a 44 años","Mujer","Posgrado completo","Profesional independiente","Casa","$4.900.001 - $6.800.000","Propietario(a)","Permanecerá igual","Disminuirá","Aumentará","Se mantendrá","Aumentará","Aumentará","Aumentará","Disminuirá","Aumentará"
"114",438599822,55,"De 55 a 64 años","Hombre","Media completa (10° y 11°)","Obrero","Casa","$1.160.000 - $1.500.000","Arrendatario(a)","Permanecerá igual","Se mantendrá","Se mantendrá","Se mantendrá","Aumentará","Se mantendrá","Se mantendrá","Se mantendrá","Aumentará"
"115",438851745,42,"De 35 a 44 años","Hombre","Técnico/Tecnológico completa","Trabajador independiente","Apartamento","$1.500.001 - $2.000.000","Propietario(a)","Aumentará","Aumentará","Aumentará","Disminuirá","Aumentará","Aumentará","Aumentará","Aumentará","Disminuirá"
"116",439226505,45,"De 45 a 54 años","Hombre","Primaria incompleta","Empleado de empresa particular","Apartamento","$1.160.000 - $1.500.000","Arrendatario(a)","Permanecerá igual","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Disminuirá","Disminuirá","Se mantendrá","Se mantendrá"
"117",438341430,80,"Mas de 65 años","Mujer","Universitario completo",NA,"Apartamento","$1.160.000 - $1.500.000","Arrendatario(a)","Permanecerá igual","Se mantendrá","Se mantendrá","Se mantendrá","Aumentará","Disminuirá","Disminuirá","Aumentará","Se mantendrá"
"118",438341469,24,"De 18 a 24 años","Mujer","Universitario incompleto","Empleado de empresa particular","Apartamento","$3.500.001 - $4.900.000","Arrendatario(a)","Permanecerá igual","Se mantendrá","Aumentará","Aumentará","Aumentará","Se mantendrá","Aumentará","Aumentará","Aumentará"
"119",438586727,30,"De 25 a 34 años","Hombre","Media incompleta (10° y 11°)","independientes no profesionales","Casa","$1.160.000 - $1.500.000","Arrendatario(a)","Aumentará","Se mantendrá","Se mantendrá","Se mantendrá","Aumentará","Se mantendrá","Se mantendrá","Aumentará","Aumentará"
"120",438589434,50,"De 45 a 54 años","Mujer","Técnico/Tecnológico incompleta","Empleado de empresa particular","Casa","$3.500.001 - $4.900.000","Propietario(a)","Aumentará","Aumentará","Aumentará","Se mantendrá","Aumentará","Disminuirá","Aumentará","Se mantendrá","Aumentará"
"121",438589540,45,"De 45 a 54 años","Hombre","Universitario completo","Trabajador independiente","Casa","$3.500.001 - $4.900.000","Propietario(a)","Permanecerá igual","Disminuirá","Aumentará","Disminuirá","Aumentará","Disminuirá","Aumentará","Disminuirá","Aumentará"
"122",438589605,36,"De 35 a 44 años","Mujer","Técnico/Tecnológico incompleta","Empleado de empresa particular","Casa","$2.500.001 - $3.500.000","Arrendatario(a)","Permanecerá igual","Se mantendrá","Aumentará","Aumentará","Aumentará","Disminuirá","Aumentará","Se mantendrá","Aumentará"
"123",438590326,40,"De 35 a 44 años","Mujer","Técnico/Tecnológico completa","Empleado de empresa particular","Casa","$800.001 - $1.160.000","Arrendatario(a)","Aumentará","Se mantendrá","Aumentará","Aumentará","Se mantendrá","Disminuirá","Disminuirá","Se mantendrá","Disminuirá"
"124",438590383,56,"De 55 a 64 años","Mujer","Secundaria incompleta","independientes no profesionales","Casa","$1.160.000 - $1.500.000","Arrendatario(a)","Aumentará","Se mantendrá","Aumentará","Aumentará","Aumentará","Disminuirá","Se mantendrá","Se mantendrá","Se mantendrá"
"125",438850951,55,"De 55 a 64 años","Hombre","Media completa (10° y 11°)","Trabajador independiente","Casa","NS/NR","Propietario(a)","Aumentará","Disminuirá","Aumentará","Se mantendrá","Aumentará","Aumentará","Aumentará","Se mantendrá","Disminuirá"
"126",439163528,46,"De 45 a 54 años","Hombre","Media completa (10° y 11°)","Trabajador independiente","Casa","$2.000.001 - $2.500.000","Arrendatario(a)","Aumentará","Se mantendrá","Aumentará","Disminuirá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Aumentará"
"127",439212642,58,"De 55 a 64 años","Hombre","Media completa (10° y 11°)",NA,"Casa","$2.500.001 - $3.500.000","Propietario(a)","Aumentará","Se mantendrá","Se mantendrá","Aumentará","Aumentará","Disminuirá","Se mantendrá","Se mantendrá","Aumentará"
"128",439230028,35,"De 35 a 44 años","Hombre","Técnico/Tecnológico completa","Empleado de empresa particular","Apartamento","$3.500.001 - $4.900.000","Arrendatario(a)","Aumentará","Se mantendrá","Se mantendrá","Aumentará","Aumentará","Se mantendrá","Aumentará","Disminuirá","Aumentará"
"129",439661994,50,"De 45 a 54 años","Mujer","Primaria completa","Trabajador independiente","Apartamento","$400.001 - $800.000","Arrendatario(a)","Aumentará","Aumentará","Aumentará","Aumentará","Aumentará","Se mantendrá","Aumentará","Disminuirá","Aumentará"
"130",439692935,52,"De 45 a 54 años","Mujer","Media completa (10° y 11°)","independientes no profesionales","Casa","$1.160.000 - $1.500.000","Propietario(a)","Aumentará","Disminuirá","Aumentará","Aumentará","Aumentará","Disminuirá","Se mantendrá","Se mantendrá","Aumentará"
"131",440144209,56,"De 55 a 64 años","Hombre","Técnico/Tecnológico completa","Trabajador independiente","Casa","$800.001 - $1.160.000","Arrendatario(a)","Aumentará","Aumentará","Se mantendrá","Aumentará","Aumentará","Aumentará","Disminuirá","Aumentará","Aumentará"
"132",440559094,23,"De 18 a 24 años","Hombre","Secundaria completa","independientes no profesionales","Casa","$1.500.001 - $2.000.000","Arrendatario(a)","Permanecerá igual","Se mantendrá","Se mantendrá","Se mantendrá","Aumentará","Disminuirá","Se mantendrá","Se mantendrá","Se mantendrá"
"133",439701751,29,"De 25 a 34 años","Mujer","Técnico/Tecnológico completa","Vendedor informal","Casa","NS/NR","Arrendatario(a)","Disminuirá","Disminuirá","Disminuirá","Disminuirá","Disminuirá","Disminuirá","Aumentará","Disminuirá","Disminuirá"
"134",438322702,65,"Mas de 65 años","Hombre","Primaria completa",NA,"Casa","$800.001 - $1.160.000","Arrendatario(a)","Aumentará","Disminuirá","Aumentará","Disminuirá","Aumentará","Disminuirá","Disminuirá","Disminuirá","Aumentará"
"135",438341457,28,"De 25 a 34 años","Hombre","Universitario incompleto",NA,"Cuarto(s) en inquilinato","$2.000.001 - $2.500.000","Arrendatario(a)","Permanecerá igual","Se mantendrá","Aumentará","Disminuirá","Se mantendrá","Disminuirá","Aumentará","Disminuirá","Aumentará"
"136",438357101,32,"De 25 a 34 años","Hombre","Técnico/Tecnológico completa","Empleado de empresa particular","Casa","$1.500.001 - $2.000.000","Propietario(a)","Aumentará","Disminuirá","Aumentará","Aumentará","Aumentará","Aumentará","Aumentará","Disminuirá","Se mantendrá"
"137",438589590,38,"De 35 a 44 años","Hombre","Técnico/Tecnológico incompleta","Conductor/mensajero","Apartamento","$2.500.001 - $3.500.000","Arrendatario(a)","Aumentará","Se mantendrá","Aumentará","Disminuirá","Disminuirá","Disminuirá","Disminuirá","Se mantendrá","Aumentará"
"138",438590389,55,"De 55 a 64 años","Hombre","Técnico/Tecnológico completa","independientes no profesionales","Casa","$3.500.001 - $4.900.000","Propietario(a)","Permanecerá igual","Se mantendrá","Aumentará","Se mantendrá","Aumentará","Disminuirá","Disminuirá","Aumentará","Se mantendrá"
"139",438850956,34,"De 25 a 34 años","Hombre","Primaria completa","Trabajador independiente","Cuarto(s) en inquilinato","$1.500.001 - $2.000.000","Arrendatario(a)","Aumentará","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá"
"140",439228784,28,"De 25 a 34 años","Mujer","Media completa (10° y 11°)","Empleado de empresa particular","Cuarto(s) en otro tipo de vivienda","$800.001 - $1.160.000","Arrendatario(a)","Permanecerá igual","Aumentará","Aumentará","Aumentará","Se mantendrá","Aumentará","Se mantendrá","Disminuirá","Aumentará"
"141",440101922,49,"De 45 a 54 años","Mujer","Secundaria completa",NA,"Casa","$800.001 - $1.160.000","Propietario(a)","Aumentará","Aumentará","Se mantendrá","Aumentará","Aumentará","Disminuirá","Disminuirá","Se mantendrá","Se mantendrá"
"142",440141771,48,"De 45 a 54 años","Mujer","Técnico/Tecnológico completa",NA,"Casa","$1.500.001 - $2.000.000","Propietario(a)","Aumentará","Disminuirá","Se mantendrá","Aumentará","Aumentará","Disminuirá","Disminuirá","Se mantendrá","Aumentará"
"143",440145422,55,"De 55 a 64 años","Hombre","Media completa (10° y 11°)","Jornalero/agricultor","Casa","$400.001 - $800.000","Arrendatario(a)","Permanecerá igual","Disminuirá","Aumentará","Aumentará","Se mantendrá","Se mantendrá","Disminuirá","Aumentará","Se mantendrá"
"144",443452914,30,"De 25 a 34 años","Mujer","Secundaria completa","Empleado de empresa particular","Casa","NS/NR","Propietario(a)","Aumentará","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá"
"145",443462687,70,"Mas de 65 años","Hombre","Universitario completo","Trabajador independiente","Casa","NS/NR","Arrendatario(a)","Permanecerá igual","Disminuirá","Se mantendrá","Se mantendrá","Aumentará","Disminuirá","Disminuirá","Se mantendrá","Aumentará"
"146",438586306,40,"De 35 a 44 años","Mujer","Secundaria completa","Trabajador independiente","Casa","$800.001 - $1.160.000","Arrendatario(a)","Aumentará","Se mantendrá","Aumentará","Aumentará","Disminuirá","Disminuirá","Aumentará","Se mantendrá","Aumentará"
"147",438586623,53,"De 45 a 54 años","Hombre","Universitario completo","Obrero","Casa","$2.500.001 - $3.500.000","Arrendatario(a)","Aumentará","Disminuirá","Aumentará","Aumentará","Aumentará","Aumentará","Se mantendrá","Se mantendrá","Aumentará"
"148",438597179,43,"De 35 a 44 años","Mujer","Secundaria completa","Empleado público","Casa","$1.160.000 - $1.500.000","Arrendatario(a)","Aumentará","Aumentará","Aumentará","Aumentará","Se mantendrá","Disminuirá","Aumentará","Disminuirá","Aumentará"
"149",438829068,32,"De 25 a 34 años","Mujer","Universitario incompleto","Empleado de empresa particular","Casa","NS/NR","Arrendatario(a)","Permanecerá igual","Se mantendrá","Se mantendrá","Aumentará","Disminuirá","Aumentará","Aumentará","Se mantendrá","Aumentará"
"150",438327458,67,"Mas de 65 años","Hombre","Secundaria incompleta",NA,"Casa","NS/NR","Propietario(a)","Aumentará","Se mantendrá","Se mantendrá","Aumentará","Aumentará","Disminuirá","Disminuirá","Disminuirá","Aumentará"
"151",438585840,69,"Mas de 65 años","Mujer","Secundaria incompleta",NA,"Casa","$1.160.000 - $1.500.000","Propietario(a)","Aumentará","Disminuirá","Se mantendrá","Aumentará","Se mantendrá","Disminuirá","Disminuirá","Se mantendrá","Aumentará"
"152",439680819,88,"Mas de 65 años","Mujer","Primaria completa",NA,"Casa","$2.000.001 - $2.500.000","Arrendatario(a)","Aumentará","Aumentará","Aumentará","Disminuirá","Disminuirá","Disminuirá","Aumentará","Disminuirá","Disminuirá"
"153",439683830,62,"De 55 a 64 años","Hombre","Secundaria completa","Empleado de empresa particular","Casa","$3.500.001 - $4.900.000","Arrendatario(a)","Aumentará","Aumentará","Aumentará","Aumentará","Aumentará","Se mantendrá","Aumentará","Disminuirá","Se mantendrá"
"154",438586524,40,"De 35 a 44 años","Hombre","Posgrado completo","Empleado de empresa particular","Casa","$2.500.001 - $3.500.000","Propietario(a)","Aumentará","Disminuirá","Aumentará","Aumentará","Se mantendrá","Se mantendrá","Aumentará","Aumentará","Aumentará"
"155",438586926,50,"De 45 a 54 años","Hombre","Media completa (10° y 11°)","Empleado de empresa particular","Casa","$3.500.001 - $4.900.000","Arrendatario(a)","Aumentará","Disminuirá","Aumentará","Aumentará","Se mantendrá","Se mantendrá","Aumentará","Se mantendrá","Se mantendrá"
"156",439163494,34,"De 25 a 34 años","Hombre","Media completa (10° y 11°)","Trabajador independiente","Apartamento","$2.000.001 - $2.500.000","Arrendatario(a)","Permanecerá igual","Se mantendrá","Se mantendrá","Se mantendrá","Aumentará","Disminuirá","Se mantendrá","Se mantendrá","Se mantendrá"
"157",440139502,41,"De 35 a 44 años","Hombre","Secundaria incompleta","Conductor/mensajero","Casa","$1.500.001 - $2.000.000","Arrendatario(a)","Permanecerá igual","Se mantendrá","Se mantendrá","Aumentará","Se mantendrá","Disminuirá","Se mantendrá","Se mantendrá","Se mantendrá"
"158",440142518,77,"Mas de 65 años","Hombre","Primaria incompleta","Vendedor informal","Casa","$800.001 - $1.160.000","Arrendatario(a)","Permanecerá igual","Se mantendrá","Se mantendrá","Aumentará","Disminuirá","Disminuirá","Disminuirá","Se mantendrá","Aumentará"
"159",437946373,55,"De 55 a 64 años","Hombre","Media completa (10° y 11°)","Trabajador independiente","Casa","NS/NR","Propietario(a)","Permanecerá igual","Se mantendrá","Se mantendrá","Disminuirá","Se mantendrá","Disminuirá","Disminuirá","Se mantendrá","Se mantendrá"
"160",437960765,49,"De 45 a 54 años","Hombre","Secundaria completa",NA,"Casa","$2.000.001 - $2.500.000","Propietario(a)","Aumentará","Disminuirá","Aumentará","Aumentará","Se mantendrá","Disminuirá","Se mantendrá","Se mantendrá","Aumentará"
"161",438359402,39,"De 35 a 44 años","Hombre","Técnico/Tecnológico completa","Empleado público","Apartamento","$3.500.001 - $4.900.000","Arrendatario(a)","Aumentará","Aumentará","Aumentará","Aumentará","Aumentará","Se mantendrá","Disminuirá","Aumentará","Se mantendrá"
"162",438589757,74,"Mas de 65 años","Hombre","Primaria completa","Trabajador independiente","Casa","$400.001 - $800.000","Propietario(a)","Aumentará","Aumentará","Aumentará","Aumentará","Aumentará","Disminuirá","Aumentará","Se mantendrá","Aumentará"
"163",438595721,40,"De 35 a 44 años","Mujer","Técnico/Tecnológico completa","Empleado doméstico","Casa","$800.001 - $1.160.000","Propietario(a)","Aumentará","Se mantendrá","Se mantendrá","Aumentará","Disminuirá","Disminuirá","Aumentará","Se mantendrá","Aumentará"
"164",438597719,41,"De 35 a 44 años","Hombre","Posgrado completo","Empleado de empresa particular","Casa","$2.500.001 - $3.500.000","Arrendatario(a)","Aumentará","Disminuirá","Aumentará","Aumentará","Aumentará","Disminuirá","Aumentará","Se mantendrá","Aumentará"
"165",438842529,59,"De 55 a 64 años","Hombre","Secundaria completa","independientes no profesionales","Casa","$1.160.000 - $1.500.000","Arrendatario(a)","Aumentará","Aumentará","Aumentará","Aumentará","Disminuirá","Disminuirá","Se mantendrá","Aumentará","Aumentará"
"166",438850963,40,"De 35 a 44 años","Hombre","Media completa (10° y 11°)","Empleado de empresa particular","Apartamento","NS/NR","Propietario(a)","Aumentará","Se mantendrá","Se mantendrá","Aumentará","Aumentará","Se mantendrá","Aumentará","Se mantendrá","Se mantendrá"
"167",439680787,57,"De 55 a 64 años","Hombre","Universitario completo","Trabajador independiente","Casa","$2.000.001 - $2.500.000","Propietario(a)","Aumentará","Aumentará","Se mantendrá","Aumentará","Aumentará","Disminuirá","Se mantendrá","Aumentará","Aumentará"
"168",437908757,43,"De 35 a 44 años","Hombre","Universitario incompleto","independientes no profesionales","Apartamento","$2.500.001 - $3.500.000","Arrendatario(a)","Permanecerá igual","Se mantendrá","Aumentará","Aumentará","Aumentará","Aumentará","Disminuirá","Aumentará","Aumentará"
"169",437956735,32,"De 25 a 34 años","Mujer","Media completa (10° y 11°)","independientes no profesionales","Apartamento","$800.001 - $1.160.000","Arrendatario(a)","Disminuirá","Se mantendrá","Se mantendrá","Se mantendrá","Aumentará","Disminuirá","Se mantendrá","Se mantendrá","Aumentará"
"170",438342669,44,"De 35 a 44 años","Hombre","Universitario completo","Profesional independiente","Casa","$3.500.001 - $4.900.000","Arrendatario(a)","Aumentará","Se mantendrá","Aumentará","Aumentará","Aumentará","Disminuirá","Aumentará","Aumentará","Aumentará"
"171",438589564,76,"Mas de 65 años","Hombre","Secundaria incompleta",NA,"Casa","$2.000.001 - $2.500.000","Propietario(a)","Permanecerá igual","Aumentará","Aumentará","Aumentará","Aumentará","Disminuirá","Disminuirá","Aumentará","Aumentará"
"172",439234686,92,"Mas de 65 años","Mujer","Técnico/Tecnológico incompleta",NA,"Apartamento","$4.900.001 - $6.800.000","Propietario(a)","Aumentará","Disminuirá","Aumentará","Se mantendrá","Aumentará","Se mantendrá","Aumentará","Se mantendrá","Aumentará"
"173",439237354,40,"De 35 a 44 años","Mujer","Secundaria completa","Empleado de empresa particular","Apartamento","NS/NR","Propietario(a)","Aumentará","Se mantendrá","Aumentará","Aumentará","Aumentará","Disminuirá","Disminuirá","Aumentará","Aumentará"
"174",439669101,64,"De 55 a 64 años","Hombre","Secundaria incompleta",NA,"Casa","$1.500.001 - $2.000.000","Propietario(a)","Aumentará","Disminuirá","Aumentará","Aumentará","Se mantendrá","Se mantendrá","Aumentará","Aumentará","Aumentará"
"175",437956773,50,"De 45 a 54 años","Mujer","Secundaria completa","Empleado público","Casa","$1.500.001 - $2.000.000","Propietario(a)","Aumentará","Se mantendrá","Aumentará","Aumentará","Se mantendrá","Se mantendrá","Aumentará","Se mantendrá","Aumentará"
"176",440523447,42,"De 35 a 44 años","Hombre","Media completa (10° y 11°)","Trabajador independiente","Casa","$800.001 - $1.160.000","Arrendatario(a)","Permanecerá igual","Se mantendrá","Se mantendrá","Aumentará","Se mantendrá","Disminuirá","Disminuirá","Se mantendrá","Aumentará"
"177",437981030,65,"Mas de 65 años","Hombre","Secundaria incompleta","independientes no profesionales","Apartamento","$400.001 - $800.000","Arrendatario(a)","Aumentará","Aumentará","Aumentará","Aumentará","Disminuirá","Disminuirá","Disminuirá","Se mantendrá","Aumentará"
"178",437981251,45,"De 45 a 54 años","Mujer","Primaria completa","Trabajador independiente","Casa","$2.000.001 - $2.500.000","Arrendatario(a)","Aumentará","Aumentará","Disminuirá","Disminuirá","Disminuirá","Disminuirá","Aumentará","Aumentará","Aumentará"
"179",437982698,62,"De 55 a 64 años","Hombre","Secundaria completa","Trabajador independiente","Casa","$2.000.001 - $2.500.000","Propietario(a)","Aumentará","Se mantendrá","Aumentará","Aumentará","Disminuirá","Disminuirá","Disminuirá","Aumentará","Aumentará"
"180",438341425,63,"De 55 a 64 años","Hombre","Posgrado completo","Trabajador independiente","Apartamento","$1.500.001 - $2.000.000","Arrendatario(a)","Permanecerá igual","Disminuirá","Aumentará","Aumentará","Se mantendrá","Se mantendrá","Aumentará","Aumentará","Se mantendrá"
"181",438342781,50,"De 45 a 54 años","Mujer","Media completa (10° y 11°)","Trabajador independiente","Casa","NS/NR","Propietario(a)","Aumentará","Se mantendrá","Aumentará","Aumentará","Se mantendrá","Disminuirá","Disminuirá","Se mantendrá","Aumentará"
"182",438359236,33,"De 25 a 34 años","Mujer","Universitario completo","Profesional independiente","Casa","$2.500.001 - $3.500.000","Propietario(a)","Aumentará","Disminuirá","Aumentará","Se mantendrá","Se mantendrá","Disminuirá","Aumentará","Disminuirá","Disminuirá"
"183",438589578,60,"De 55 a 64 años","Hombre","Técnico/Tecnológico completa","Trabajador independiente","Casa","$3.500.001 - $4.900.000","Propietario(a)","Aumentará","Se mantendrá","Aumentará","Se mantendrá","Disminuirá","Se mantendrá","Aumentará","Disminuirá","Aumentará"
"184",438589674,25,"De 25 a 34 años","Hombre","Técnico/Tecnológico completa","Empleado de empresa particular","Casa","$800.001 - $1.160.000","Arrendatario(a)","Aumentará","Aumentará","Aumentará","Aumentará","Aumentará","Se mantendrá","Aumentará","Aumentará","Aumentará"
"185",438597174,65,"Mas de 65 años","Mujer","Secundaria completa",NA,"Casa","$2.500.001 - $3.500.000","Propietario(a)","Permanecerá igual","Disminuirá","Se mantendrá","Se mantendrá","Aumentará","Disminuirá","Aumentará","Aumentará","Aumentará"
"186",438597724,58,"De 55 a 64 años","Hombre","Ninguno","Profesional independiente","Casa","$400.001 - $800.000","Propietario(a)","Aumentará","Aumentará","Aumentará","Aumentará","Aumentará","Se mantendrá","Se mantendrá","Aumentará","Aumentará"
"187",438850846,32,"De 25 a 34 años","Hombre","Técnico/Tecnológico incompleta","Empleado de empresa particular","Casa","$800.001 - $1.160.000","Propietario(a)","Aumentará","Disminuirá","Aumentará","Aumentará","Aumentará","Disminuirá","Disminuirá","Se mantendrá","Se mantendrá"
"188",438853032,32,"De 25 a 34 años","Hombre","Universitario completo","Trabajador independiente","Apartamento","NS/NR","Propietario(a)","Permanecerá igual","Disminuirá","Se mantendrá","Se mantendrá","Disminuirá","Se mantendrá","Aumentará","Disminuirá","Disminuirá"
"189",439662387,27,"De 25 a 34 años","Hombre","Secundaria incompleta","Trabajador independiente","Apartamento","$800.001 - $1.160.000","Arrendatario(a)","Permanecerá igual","Se mantendrá","Se mantendrá","Aumentará","Aumentará","Aumentará","Se mantendrá","Se mantendrá","Se mantendrá"
"190",440142542,47,"De 45 a 54 años","Hombre","Secundaria completa","Obrero","Apartamento","$800.001 - $1.160.000","Arrendatario(a)","Permanecerá igual","Disminuirá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Disminuirá","Disminuirá","Se mantendrá"
"191",440537189,58,"De 55 a 64 años","Mujer","Universitario completo","Trabajador independiente","Casa","$1.500.001 - $2.000.000","Propietario(a)","Aumentará","Disminuirá","Se mantendrá","Aumentará","Aumentará","Disminuirá","Aumentará","Disminuirá","Se mantendrá"
"192",443462682,40,"De 35 a 44 años","Mujer","Universitario completo","Trabajador independiente","Casa","NS/NR","Arrendatario(a)","Permanecerá igual","Se mantendrá","Se mantendrá","Aumentará","Aumentará","Disminuirá","Se mantendrá","Aumentará","Se mantendrá"
"193",438585936,27,"De 25 a 34 años","Hombre","Técnico/Tecnológico incompleta","Trabajador independiente","Casa","$1.500.001 - $2.000.000","Arrendatario(a)","Permanecerá igual","Se mantendrá","Se mantendrá","Se mantendrá","Aumentará","Disminuirá","Aumentará","Aumentará","Se mantendrá"
"194",438851735,62,"De 55 a 64 años","Hombre","Media completa (10° y 11°)","Empleado de empresa particular","Apartamento","NS/NR","Arrendatario(a)","Aumentará","Disminuirá","Aumentará","Disminuirá","Disminuirá","Aumentará","Aumentará","Disminuirá","Disminuirá"
"195",439142073,70,"Mas de 65 años","Hombre","Secundaria completa","independientes no profesionales","Casa","$1.160.000 - $1.500.000","Propietario(a)","Permanecerá igual","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá"
"196",440139510,52,"De 45 a 54 años","Mujer","Media completa (10° y 11°)","Trabajador independiente","Casa","$400.001 - $800.000","Arrendatario(a)","Permanecerá igual","Se mantendrá","Se mantendrá","Se mantendrá","Aumentará","Se mantendrá","Se mantendrá","Disminuirá","Se mantendrá"
"197",437926139,43,"De 35 a 44 años","Hombre","Universitario completo","Profesional independiente","Casa","$800.001 - $1.160.000","Arrendatario(a)","Aumentará","Se mantendrá","Aumentará","Aumentará","Aumentará","Disminuirá","Disminuirá","Se mantendrá","Aumentará"
"198",437970399,35,"De 35 a 44 años","Hombre","Técnico/Tecnológico completa","Conductor/mensajero","Casa","$2.000.001 - $2.500.000","Arrendatario(a)","Aumentará","Disminuirá","Se mantendrá","Se mantendrá","Aumentará","Disminuirá","Aumentará","Aumentará","Aumentará"
"199",438298811,65,"Mas de 65 años","Mujer","Secundaria completa","Empleado de empresa particular","Casa","NS/NR","Propietario(a)","Aumentará","Aumentará","Se mantendrá","Aumentará","Aumentará","Disminuirá","Se mantendrá","Se mantendrá","Se mantendrá"
"200",438341448,84,"Mas de 65 años","Mujer","Primaria completa","Trabajador independiente","Casa","$2.500.001 - $3.500.000","Arrendatario(a)","Aumentará","Se mantendrá","Aumentará","Disminuirá","Disminuirá","Disminuirá","Aumentará","Se mantendrá","Aumentará"
"201",438341490,75,"Mas de 65 años","Hombre","Universitario completo","Profesional independiente","Casa","$2.500.001 - $3.500.000","Propietario(a)","Aumentará","Se mantendrá","Aumentará","Aumentará","Aumentará","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá"
"202",438342730,56,"De 55 a 64 años","Hombre","Primaria incompleta","independientes no profesionales","Casa","NS/NR","Arrendatario(a)","Aumentará","Se mantendrá","Aumentará","Disminuirá","Aumentará","Disminuirá","Disminuirá","Se mantendrá","Se mantendrá"
"203",438357115,77,"Mas de 65 años","Hombre","Secundaria incompleta",NA,"Casa","$800.001 - $1.160.000","Propietario(a)","Aumentará","Aumentará","Aumentará","Aumentará","Se mantendrá","Se mantendrá","Aumentará","Se mantendrá","Se mantendrá"
"204",438590335,40,"De 35 a 44 años","Mujer","Técnico/Tecnológico completa","Trabajador independiente","Casa","$2.000.001 - $2.500.000","Arrendatario(a)","Permanecerá igual","Se mantendrá","Aumentará","Aumentará","Se mantendrá","Se mantendrá","Aumentará","Aumentará","Se mantendrá"
"205",438596965,40,"De 35 a 44 años","Mujer","Secundaria completa","Empleado de empresa particular","Casa","NS/NR","Arrendatario(a)","Aumentará","Aumentará","Aumentará","Aumentará","Aumentará","Disminuirá","Disminuirá","Disminuirá","Aumentará"
"206",438747386,54,"De 45 a 54 años","Hombre","Secundaria completa","Trabajador independiente","Apartamento","NS/NR","Propietario(a)","Aumentará","Aumentará","Aumentará","Aumentará","Aumentará","Disminuirá","Disminuirá","Disminuirá","Aumentará"
"207",438829076,75,"Mas de 65 años","Mujer","Primaria completa",NA,"Apartamento","NS/NR","Propietario(a)","Permanecerá igual","Aumentará","Aumentará","Aumentará","Aumentará","Disminuirá","Aumentará","Aumentará","Aumentará"
